# BUSCO version is: 2.0 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /software/busco/2.0/x86_64-linux-ubuntu14.04/BUSCO.py -i /share/malooflab/Hajar/trinity-process/trinity.out/Trinity.fasta -o BUSCO_output_plant -l /home/hajaramini/embryophyta_odb9/ -m tran -c 20 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG09360BG3	Duplicated	TRINITY_DN117007_c0_g1_i2	704.9	447
EOG09360BG3	Duplicated	TRINITY_DN117007_c0_g1_i3	705.6	447
EOG09360BGE	Complete	TRINITY_DN121554_c0_g3_i8	519.8	332
EOG09360BGG	Duplicated	TRINITY_DN139924_c0_g4_i3	490.4	297
EOG09360BGG	Duplicated	TRINITY_DN139924_c0_g4_i5	490.2	297
EOG09360BGG	Duplicated	TRINITY_DN139924_c0_g4_i6	489.8	297
EOG09360BGW	Duplicated	TRINITY_DN114150_c0_g1_i2	678.8	392
EOG09360BGW	Duplicated	TRINITY_DN114150_c0_g1_i5	678.8	391
EOG09360BGW	Duplicated	TRINITY_DN114150_c0_g1_i6	678.9	392
EOG09360BI5	Duplicated	TRINITY_DN109669_c0_g1_i1	335.1	208
EOG09360BI5	Duplicated	TRINITY_DN109669_c0_g2_i1	336.4	209
EOG09360BID	Duplicated	TRINITY_DN123065_c1_g3_i1	634.9	334
EOG09360BID	Duplicated	TRINITY_DN123065_c1_g3_i2	632.9	334
EOG09360BID	Duplicated	TRINITY_DN123065_c1_g3_i2	633.0	334
EOG09360BID	Duplicated	TRINITY_DN123065_c1_g3_i3	635.2	334
EOG09360BIG	Duplicated	TRINITY_DN148111_c1_g1_i15	523.5	319
EOG09360BIG	Duplicated	TRINITY_DN148111_c1_g1_i17	523.8	319
EOG09360BIG	Duplicated	TRINITY_DN148111_c1_g1_i6	554.1	342
EOG09360BJ2	Duplicated	TRINITY_DN128129_c0_g1_i10	535.4	319
EOG09360BJ2	Duplicated	TRINITY_DN128129_c0_g1_i6	534.3	319
EOG09360BJ2	Duplicated	TRINITY_DN128129_c0_g1_i8	532.8	319
EOG09360BJO	Complete	TRINITY_DN117080_c3_g3_i1	710.4	446
EOG09360BKS	Duplicated	TRINITY_DN134904_c0_g1_i1	498.2	309
EOG09360BKS	Duplicated	TRINITY_DN134904_c0_g1_i2	498.1	309
EOG09360BLH	Duplicated	TRINITY_DN120106_c0_g1_i11	502.3	308
EOG09360BLH	Duplicated	TRINITY_DN120106_c0_g1_i15	502.7	308
EOG09360BLH	Duplicated	TRINITY_DN120106_c0_g1_i2	499.6	308
EOG09360BM8	Duplicated	TRINITY_DN119041_c2_g3_i1	597.3	337
EOG09360BM8	Duplicated	TRINITY_DN119041_c2_g3_i2	596.8	337
EOG09360BM8	Duplicated	TRINITY_DN119041_c2_g3_i3	597.5	337
EOG09360BN6	Duplicated	TRINITY_DN142175_c0_g2_i11	742.4	395
EOG09360BN6	Duplicated	TRINITY_DN142175_c0_g2_i13	743.2	395
EOG09360BN6	Duplicated	TRINITY_DN142175_c0_g2_i9	742.3	395
EOG09360BNI	Duplicated	TRINITY_DN124519_c0_g2_i14	524.2	319
EOG09360BNI	Duplicated	TRINITY_DN124519_c0_g2_i2	559.3	326
EOG09360BNI	Duplicated	TRINITY_DN124519_c0_g2_i6	576.6	319
EOG09360BOH	Duplicated	TRINITY_DN119966_c0_g3_i1	726.0	410
EOG09360BOH	Duplicated	TRINITY_DN119966_c0_g7_i1	702.7	416
EOG09360BOH	Duplicated	TRINITY_DN119966_c0_g7_i3	725.9	410
EOG09360BPW	Duplicated	TRINITY_DN124433_c1_g3_i1	466.3	284
EOG09360BPW	Duplicated	TRINITY_DN124433_c1_g3_i2	467.4	285
EOG09360BPW	Duplicated	TRINITY_DN128449_c0_g1_i2	436.4	257
EOG09360BQM	Duplicated	TRINITY_DN121316_c0_g1_i1	476.4	297
EOG09360BQM	Duplicated	TRINITY_DN121316_c0_g2_i3	433.1	252
EOG09360BQM	Duplicated	TRINITY_DN121316_c0_g2_i5	476.4	297
EOG09360BQU	Duplicated	TRINITY_DN131405_c0_g1_i15	647.9	397
EOG09360BQU	Duplicated	TRINITY_DN131405_c0_g3_i1	647.4	397
EOG09360BQU	Duplicated	TRINITY_DN131405_c0_g3_i4	648.2	397
EOG09360BR4	Fragmented	TRINITY_DN147316_c1_g2_i5	197.1	123
EOG09360BRK	Duplicated	TRINITY_DN123629_c0_g1_i1	853.6	447
EOG09360BRK	Duplicated	TRINITY_DN139043_c0_g2_i1	853.5	447
EOG09360BRK	Duplicated	TRINITY_DN139043_c0_g2_i5	853.8	447
EOG09360BRS	Duplicated	TRINITY_DN131399_c0_g1_i15	250.2	381
EOG09360BRS	Duplicated	TRINITY_DN131399_c0_g1_i16	217.2	197
EOG09360BRS	Duplicated	TRINITY_DN131399_c0_g1_i5	250.1	381
EOG09360BSY	Duplicated	TRINITY_DN115446_c0_g1_i6	594.0	337
EOG09360BSY	Duplicated	TRINITY_DN115446_c0_g2_i4	593.1	337
EOG09360BSY	Duplicated	TRINITY_DN115446_c0_g2_i5	593.2	337
EOG09360BT4	Duplicated	TRINITY_DN124478_c0_g1_i4	716.7	407
EOG09360BT4	Duplicated	TRINITY_DN124478_c0_g2_i2	692.7	392
EOG09360BT4	Duplicated	TRINITY_DN124478_c0_g2_i6	691.1	391
EOG09360BTH	Duplicated	TRINITY_DN118050_c0_g1_i1	610.9	362
EOG09360BTH	Duplicated	TRINITY_DN148040_c0_g1_i10	611.3	362
EOG09360BTH	Duplicated	TRINITY_DN148040_c0_g1_i3	610.7	362
EOG09360BVG	Duplicated	TRINITY_DN114896_c0_g1_i7	646.2	380
EOG09360BVG	Duplicated	TRINITY_DN114896_c0_g1_i8	646.0	380
EOG09360BVG	Duplicated	TRINITY_DN114896_c0_g1_i9	646.1	380
EOG09360BWZ	Duplicated	TRINITY_DN142590_c1_g1_i11	585.7	394
EOG09360BWZ	Duplicated	TRINITY_DN142590_c1_g1_i3	585.8	394
EOG09360BY2	Duplicated	TRINITY_DN128338_c0_g1_i1	454.9	291
EOG09360BY2	Duplicated	TRINITY_DN128338_c0_g1_i2	454.6	291
EOG09360BY2	Duplicated	TRINITY_DN128338_c0_g2_i1	454.3	291
EOG09360BY3	Complete	TRINITY_DN137579_c0_g1_i1	591.7	411
EOG09360BYN	Duplicated	TRINITY_DN132168_c1_g1_i4	292.9	281
EOG09360BYN	Duplicated	TRINITY_DN132168_c1_g2_i2	296.5	281
EOG09360BYN	Duplicated	TRINITY_DN132168_c1_g2_i3	293.5	281
EOG09360BYY	Duplicated	TRINITY_DN127405_c1_g2_i6	527.8	318
EOG09360BYY	Duplicated	TRINITY_DN139783_c0_g5_i5	526.3	318
EOG09360BZ0	Duplicated	TRINITY_DN131466_c0_g1_i1	642.3	330
EOG09360BZ0	Duplicated	TRINITY_DN131466_c0_g1_i3	558.5	308
EOG09360C0Z	Duplicated	TRINITY_DN123394_c0_g2_i3	702.3	477
EOG09360C0Z	Duplicated	TRINITY_DN123394_c0_g2_i9	702.4	477
EOG09360C3E	Duplicated	TRINITY_DN132981_c1_g2_i2	551.8	319
EOG09360C3E	Duplicated	TRINITY_DN132981_c1_g2_i5	547.2	300
EOG09360C3E	Duplicated	TRINITY_DN132981_c1_g2_i6	547.3	300
EOG09360C3K	Fragmented	TRINITY_DN147778_c0_g1_i5	483.6	245
EOG09360C5R	Duplicated	TRINITY_DN122790_c0_g1_i13	700.0	433
EOG09360C5R	Duplicated	TRINITY_DN122790_c0_g1_i4	797.2	498
EOG09360C5R	Duplicated	TRINITY_DN122790_c0_g1_i6	701.0	433
EOG09360C5Z	Duplicated	TRINITY_DN126740_c1_g1_i5	617.2	337
EOG09360C5Z	Duplicated	TRINITY_DN126740_c1_g1_i7	617.2	337
EOG09360C5Z	Duplicated	TRINITY_DN126740_c1_g1_i9	590.8	337
EOG09360C61	Duplicated	TRINITY_DN125675_c0_g2_i3	312.1	258
EOG09360C61	Duplicated	TRINITY_DN125675_c0_g2_i4	312.2	258
EOG09360C6T	Duplicated	TRINITY_DN122238_c0_g2_i1	631.4	337
EOG09360C6T	Duplicated	TRINITY_DN122238_c1_g2_i1	614.8	323
EOG09360C6T	Duplicated	TRINITY_DN122238_c1_g2_i3	631.3	336
EOG09360C7E	Duplicated	TRINITY_DN125188_c1_g1_i3	633.0	307
EOG09360C7E	Duplicated	TRINITY_DN134622_c1_g3_i3	633.6	307
EOG09360C7E	Duplicated	TRINITY_DN134622_c1_g3_i7	634.3	307
EOG09360C7N	Duplicated	TRINITY_DN115326_c0_g1_i3	570.9	309
EOG09360C7N	Duplicated	TRINITY_DN115326_c0_g2_i4	560.1	311
EOG09360C7N	Duplicated	TRINITY_DN115326_c0_g2_i5	560.2	311
EOG09360C8Y	Missing
EOG09360CCO	Duplicated	TRINITY_DN133592_c2_g1_i6	656.7	366
EOG09360CCO	Duplicated	TRINITY_DN137193_c0_g1_i1	656.4	366
EOG09360CCO	Duplicated	TRINITY_DN137193_c0_g1_i4	656.9	366
EOG09360CCQ	Duplicated	TRINITY_DN126224_c1_g1_i1	595.5	322
EOG09360CCQ	Duplicated	TRINITY_DN126224_c1_g1_i7	552.0	311
EOG09360CCQ	Duplicated	TRINITY_DN126224_c1_g2_i4	593.2	322
EOG09360CDH	Duplicated	TRINITY_DN121871_c0_g1_i1	617.1	321
EOG09360CDH	Duplicated	TRINITY_DN121871_c0_g4_i3	617.0	321
EOG09360CEB	Complete	TRINITY_DN132093_c0_g1_i4	509.6	290
EOG09360CEF	Duplicated	TRINITY_DN126210_c0_g1_i4	604.9	323
EOG09360CEF	Duplicated	TRINITY_DN126210_c0_g2_i1	608.1	323
EOG09360CFL	Duplicated	TRINITY_DN129639_c3_g1_i5	677.9	397
EOG09360CFL	Duplicated	TRINITY_DN136094_c0_g2_i14	715.0	399
EOG09360CFL	Duplicated	TRINITY_DN136094_c0_g2_i2	715.1	399
EOG09360CG1	Complete	TRINITY_DN139199_c0_g1_i3	550.6	322
EOG09360CG3	Duplicated	TRINITY_DN138500_c1_g2_i1	547.5	299
EOG09360CG3	Duplicated	TRINITY_DN138500_c1_g2_i2	547.1	299
EOG09360CG3	Duplicated	TRINITY_DN138500_c1_g3_i1	547.4	299
EOG09360CGS	Duplicated	TRINITY_DN127822_c0_g4_i1	665.3	342
EOG09360CGS	Duplicated	TRINITY_DN127822_c0_g4_i2	656.8	326
EOG09360CH3	Duplicated	TRINITY_DN143964_c1_g1_i10	470.4	335
EOG09360CH3	Duplicated	TRINITY_DN143964_c1_g1_i6	422.7	298
EOG09360CHA	Duplicated	TRINITY_DN146949_c2_g2_i11	413.2	247
EOG09360CHA	Duplicated	TRINITY_DN146949_c2_g2_i2	421.7	263
EOG09360CHA	Duplicated	TRINITY_DN146949_c2_g2_i6	422.0	263
EOG09360CI2	Duplicated	TRINITY_DN122389_c0_g1_i3	625.0	398
EOG09360CI2	Duplicated	TRINITY_DN122389_c0_g1_i6	625.2	398
EOG09360CI2	Duplicated	TRINITY_DN122389_c0_g3_i3	625.7	360
EOG09360CK0	Duplicated	TRINITY_DN135415_c0_g2_i22	532.6	287
EOG09360CK0	Duplicated	TRINITY_DN135415_c0_g2_i8	532.6	287
EOG09360CK0	Duplicated	TRINITY_DN135415_c0_g2_i9	532.6	287
EOG09360CMF	Fragmented	TRINITY_DN137485_c0_g1_i5	307.6	230
EOG09360CMK	Duplicated	TRINITY_DN139778_c0_g4_i1	484.0	338
EOG09360CMK	Duplicated	TRINITY_DN139778_c0_g4_i5	509.8	331
EOG09360CMV	Duplicated	TRINITY_DN135857_c0_g2_i11	607.2	298
EOG09360CMV	Duplicated	TRINITY_DN135857_c0_g2_i5	607.1	298
EOG09360CMV	Duplicated	TRINITY_DN135857_c0_g2_i6	607.2	298
EOG09360CNG	Duplicated	TRINITY_DN107845_c1_g1_i2	525.0	392
EOG09360CNG	Duplicated	TRINITY_DN107845_c1_g1_i3	523.6	393
EOG09360CNG	Duplicated	TRINITY_DN107845_c1_g1_i4	525.0	392
EOG09360CNL	Complete	TRINITY_DN146588_c0_g5_i1	635.5	343
EOG09360CP3	Duplicated	TRINITY_DN129499_c1_g4_i1	652.2	437
EOG09360CP3	Duplicated	TRINITY_DN129499_c1_g4_i2	652.1	437
EOG09360CP3	Duplicated	TRINITY_DN129499_c1_g4_i3	652.2	437
EOG09360CPN	Complete	TRINITY_DN143899_c1_g1_i1	520.6	295
EOG09360CRR	Complete	TRINITY_DN124668_c0_g1_i4	310.3	352
EOG09360CTZ	Duplicated	TRINITY_DN130189_c4_g1_i3	417.3	468
EOG09360CTZ	Duplicated	TRINITY_DN130189_c4_g1_i6	418.0	469
EOG09360CTZ	Duplicated	TRINITY_DN135759_c0_g2_i1	417.7	468
EOG09360CVE	Complete	TRINITY_DN117670_c1_g3_i4	307.3	302
EOG09360CVM	Duplicated	TRINITY_DN111690_c0_g1_i1	574.4	396
EOG09360CVM	Duplicated	TRINITY_DN123918_c0_g1_i2	574.0	396
EOG09360CW3	Complete	TRINITY_DN133271_c1_g1_i5	411.0	260
EOG09360CWE	Duplicated	TRINITY_DN147538_c1_g2_i12	596.5	395
EOG09360CWE	Duplicated	TRINITY_DN147538_c1_g2_i13	686.6	443
EOG09360CWE	Duplicated	TRINITY_DN147538_c1_g2_i14	691.2	443
EOG09360CX9	Duplicated	TRINITY_DN123517_c1_g1_i9	683.2	395
EOG09360CX9	Duplicated	TRINITY_DN123517_c1_g2_i3	686.4	395
EOG09360CX9	Duplicated	TRINITY_DN123517_c1_g2_i4	686.9	395
EOG09360CXD	Duplicated	TRINITY_DN113269_c0_g1_i1	436.9	336
EOG09360CXD	Duplicated	TRINITY_DN113269_c0_g2_i1	437.2	336
EOG09360CXD	Duplicated	TRINITY_DN113269_c0_g2_i3	440.1	317
EOG09360CXH	Duplicated	TRINITY_DN108381_c0_g1_i1	551.8	324
EOG09360CXH	Duplicated	TRINITY_DN108381_c0_g2_i4	551.9	324
EOG09360CXH	Duplicated	TRINITY_DN108381_c0_g2_i6	552.6	324
EOG09360CXL	Duplicated	TRINITY_DN122552_c0_g1_i11	622.9	333
EOG09360CXL	Duplicated	TRINITY_DN122552_c0_g2_i1	622.8	333
EOG09360CXL	Duplicated	TRINITY_DN122552_c0_g2_i6	622.8	333
EOG09360CYM	Duplicated	TRINITY_DN117566_c0_g1_i7	797.5	396
EOG09360CYM	Duplicated	TRINITY_DN117566_c0_g2_i3	798.3	396
EOG09360CYM	Duplicated	TRINITY_DN117566_c0_g2_i4	797.8	396
EOG09360CYS	Duplicated	TRINITY_DN121740_c0_g1_i10	657.0	312
EOG09360CYS	Duplicated	TRINITY_DN121740_c0_g1_i11	657.1	312
EOG09360CYS	Duplicated	TRINITY_DN121740_c0_g1_i7	657.9	312
EOG09360D01	Fragmented	TRINITY_DN144234_c1_g2_i11	462.5	273
EOG09360D08	Complete	TRINITY_DN118872_c1_g1_i1	453.9	261
EOG09360D0R	Duplicated	TRINITY_DN138681_c0_g1_i3	795.1	443
EOG09360D0R	Duplicated	TRINITY_DN138681_c0_g1_i4	795.5	450
EOG09360D0R	Duplicated	TRINITY_DN138681_c0_g3_i1	795.1	443
EOG09360D2F	Duplicated	TRINITY_DN137291_c0_g1_i10	315.1	180
EOG09360D2F	Duplicated	TRINITY_DN137291_c0_g1_i13	315.4	180
EOG09360D2F	Duplicated	TRINITY_DN137291_c0_g1_i3	315.1	180
EOG09360D2X	Duplicated	TRINITY_DN130028_c0_g1_i13	432.0	301
EOG09360D2X	Duplicated	TRINITY_DN130028_c0_g1_i19	431.9	301
EOG09360D2X	Duplicated	TRINITY_DN130028_c0_g1_i8	431.9	301
EOG09360D36	Fragmented	TRINITY_DN150726_c0_g1_i1	301.1	138
EOG09360D3T	Duplicated	TRINITY_DN148090_c2_g2_i2	518.0	477
EOG09360D3T	Duplicated	TRINITY_DN148090_c2_g2_i5	518.2	477
EOG09360D3T	Duplicated	TRINITY_DN148090_c2_g2_i7	518.1	477
EOG09360D41	Duplicated	TRINITY_DN124348_c0_g2_i4	406.7	292
EOG09360D41	Duplicated	TRINITY_DN124348_c0_g4_i1	404.9	320
EOG09360D4T	Duplicated	TRINITY_DN127354_c1_g1_i11	582.3	309
EOG09360D4T	Duplicated	TRINITY_DN127354_c1_g1_i2	517.6	275
EOG09360D4T	Duplicated	TRINITY_DN127354_c1_g1_i4	582.0	309
EOG09360D4X	Duplicated	TRINITY_DN134500_c0_g2_i4	626.6	337
EOG09360D4X	Duplicated	TRINITY_DN134500_c0_g2_i5	625.8	337
EOG09360D4X	Duplicated	TRINITY_DN140980_c0_g2_i4	622.7	337
EOG09360D63	Duplicated	TRINITY_DN118883_c0_g2_i6	535.7	346
EOG09360D63	Duplicated	TRINITY_DN118883_c0_g3_i1	536.1	346
EOG09360D64	Duplicated	TRINITY_DN118972_c0_g3_i5	574.1	374
EOG09360D64	Duplicated	TRINITY_DN118972_c0_g3_i7	575.1	375
EOG09360D6G	Fragmented	TRINITY_DN141811_c3_g1_i14	539.8	270
EOG09360D6K	Duplicated	TRINITY_DN114518_c0_g1_i3	510.1	379
EOG09360D6K	Duplicated	TRINITY_DN114518_c0_g1_i4	512.2	354
EOG09360D6K	Duplicated	TRINITY_DN114518_c0_g3_i2	511.9	354
EOG09360D7I	Duplicated	TRINITY_DN125034_c1_g1_i2	494.2	311
EOG09360D7I	Duplicated	TRINITY_DN125034_c1_g1_i6	493.9	311
EOG09360D7K	Duplicated	TRINITY_DN132944_c0_g2_i1	552.3	337
EOG09360D7K	Duplicated	TRINITY_DN132944_c0_g2_i4	518.3	325
EOG09360D7K	Duplicated	TRINITY_DN132944_c0_g3_i2	518.1	306
EOG09360D8B	Duplicated	TRINITY_DN137423_c0_g3_i10	611.1	295
EOG09360D8B	Duplicated	TRINITY_DN137423_c0_g3_i4	612.0	295
EOG09360D8B	Duplicated	TRINITY_DN137423_c0_g3_i6	612.1	295
EOG09360D8C	Duplicated	TRINITY_DN126098_c0_g2_i11	702.9	344
EOG09360D8C	Duplicated	TRINITY_DN126098_c0_g2_i14	723.2	355
EOG09360D8C	Duplicated	TRINITY_DN126098_c0_g2_i6	724.8	355
EOG09360D9L	Duplicated	TRINITY_DN120584_c5_g2_i2	255.6	181
EOG09360D9L	Duplicated	TRINITY_DN120584_c5_g3_i5	254.7	191
EOG09360D9T	Duplicated	TRINITY_DN141597_c1_g1_i1	592.7	320
EOG09360D9T	Duplicated	TRINITY_DN141597_c1_g1_i1	592.7	320
EOG09360D9T	Duplicated	TRINITY_DN141597_c1_g1_i2	583.2	320
EOG09360D9T	Duplicated	TRINITY_DN141597_c1_g1_i2	592.8	320
EOG09360D9T	Duplicated	TRINITY_DN141597_c1_g5_i1	585.4	320
EOG09360DBC	Duplicated	TRINITY_DN131012_c0_g1_i14	468.4	273
EOG09360DBC	Duplicated	TRINITY_DN131012_c0_g2_i3	468.5	273
EOG09360DBC	Duplicated	TRINITY_DN131012_c0_g2_i4	468.5	273
EOG09360DBO	Duplicated	TRINITY_DN127531_c0_g1_i12	581.7	348
EOG09360DBO	Duplicated	TRINITY_DN127531_c0_g2_i17	582.1	348
EOG09360DBO	Duplicated	TRINITY_DN127531_c0_g2_i9	527.1	311
EOG09360DBZ	Duplicated	TRINITY_DN122807_c1_g1_i2	505.0	320
EOG09360DBZ	Duplicated	TRINITY_DN122807_c1_g1_i6	502.7	320
EOG09360DBZ	Duplicated	TRINITY_DN122807_c1_g1_i9	505.0	320
EOG09360DCC	Duplicated	TRINITY_DN112101_c0_g1_i2	558.8	297
EOG09360DCC	Duplicated	TRINITY_DN112101_c0_g2_i1	558.0	297
EOG09360DCC	Duplicated	TRINITY_DN112101_c0_g2_i2	496.2	268
EOG09360DCI	Duplicated	TRINITY_DN137470_c0_g1_i3	448.0	250
EOG09360DCI	Duplicated	TRINITY_DN137470_c0_g1_i4	446.5	250
EOG09360DCI	Duplicated	TRINITY_DN137470_c0_g1_i6	448.1	251
EOG09360DCR	Complete	TRINITY_DN139805_c0_g2_i2	559.2	365
EOG09360DD0	Duplicated	TRINITY_DN127020_c0_g2_i16	508.8	334
EOG09360DD0	Duplicated	TRINITY_DN127020_c0_g2_i5	509.3	334
EOG09360DD0	Duplicated	TRINITY_DN127020_c0_g2_i9	509.9	306
EOG09360DDG	Duplicated	TRINITY_DN115847_c1_g1_i10	484.4	290
EOG09360DDG	Duplicated	TRINITY_DN115847_c1_g1_i3	483.2	290
EOG09360DDG	Duplicated	TRINITY_DN115847_c1_g1_i5	484.4	290
EOG09360DE6	Duplicated	TRINITY_DN131388_c0_g2_i3	646.1	321
EOG09360DE6	Duplicated	TRINITY_DN131388_c0_g3_i3	589.1	266
EOG09360DE6	Duplicated	TRINITY_DN131388_c0_g3_i5	646.2	321
EOG09360DFB	Duplicated	TRINITY_DN126037_c0_g2_i3	596.1	318
EOG09360DFB	Duplicated	TRINITY_DN126037_c0_g3_i2	596.3	318
EOG09360DFB	Duplicated	TRINITY_DN126037_c0_g3_i4	596.1	318
EOG09360DFK	Duplicated	TRINITY_DN138546_c0_g1_i10	654.5	383
EOG09360DFK	Duplicated	TRINITY_DN138546_c0_g1_i10	657.9	383
EOG09360DFK	Duplicated	TRINITY_DN138546_c0_g1_i14	656.3	383
EOG09360DFK	Duplicated	TRINITY_DN138546_c0_g1_i15	654.9	383
EOG09360DFS	Duplicated	TRINITY_DN127462_c1_g1_i2	691.4	318
EOG09360DFS	Duplicated	TRINITY_DN127462_c1_g4_i5	672.0	327
EOG09360DFS	Duplicated	TRINITY_DN127462_c1_g4_i8	690.7	318
EOG09360DFZ	Duplicated	TRINITY_DN131647_c2_g1_i11	572.4	289
EOG09360DFZ	Duplicated	TRINITY_DN131647_c2_g1_i14	572.5	290
EOG09360DFZ	Duplicated	TRINITY_DN131647_c2_g1_i8	631.1	321
EOG09360DG2	Duplicated	TRINITY_DN143968_c0_g1_i2	579.1	326
EOG09360DG2	Duplicated	TRINITY_DN143968_c0_g1_i4	578.9	326
EOG09360DG2	Duplicated	TRINITY_DN143968_c0_g1_i5	579.1	326
EOG09360DH0	Duplicated	TRINITY_DN130430_c0_g3_i4	777.1	393
EOG09360DH0	Duplicated	TRINITY_DN130430_c0_g3_i5	752.3	397
EOG09360DHF	Duplicated	TRINITY_DN139651_c0_g1_i2	566.5	324
EOG09360DHF	Duplicated	TRINITY_DN139651_c0_g1_i3	565.8	324
EOG09360DHF	Duplicated	TRINITY_DN139651_c0_g1_i4	566.1	324
EOG09360DI3	Complete	TRINITY_DN145798_c0_g1_i6	531.4	314
EOG09360DI6	Duplicated	TRINITY_DN136021_c1_g1_i3	818.9	448
EOG09360DI6	Duplicated	TRINITY_DN136021_c1_g1_i4	818.9	448
EOG09360DI6	Duplicated	TRINITY_DN136021_c1_g2_i1	820.5	448
EOG09360DII	Fragmented	TRINITY_DN144922_c2_g6_i1	277.3	140
EOG09360DJL	Duplicated	TRINITY_DN136305_c1_g3_i23	515.6	298
EOG09360DJL	Duplicated	TRINITY_DN136305_c1_g3_i29	515.9	298
EOG09360DJL	Duplicated	TRINITY_DN136305_c1_g3_i4	507.7	298
EOG09360DJM	Duplicated	TRINITY_DN123420_c0_g1_i6	588.1	312
EOG09360DJM	Duplicated	TRINITY_DN123420_c0_g1_i9	521.1	279
EOG09360DJM	Duplicated	TRINITY_DN123420_c0_g2_i3	588.3	312
EOG09360DJS	Duplicated	TRINITY_DN144005_c1_g1_i12	435.8	323
EOG09360DJS	Duplicated	TRINITY_DN144005_c1_g1_i4	435.6	298
EOG09360DJS	Duplicated	TRINITY_DN144005_c1_g1_i8	433.8	298
EOG09360DKG	Complete	TRINITY_DN133508_c1_g1_i4	594.6	322
EOG09360DKW	Duplicated	TRINITY_DN144270_c0_g3_i2	616.1	343
EOG09360DKW	Duplicated	TRINITY_DN144270_c0_g3_i3	615.9	343
EOG09360DKW	Duplicated	TRINITY_DN144270_c0_g3_i4	613.5	373
EOG09360DKW	Duplicated	TRINITY_DN144270_c0_g3_i4	614.4	373
EOG09360DLF	Duplicated	TRINITY_DN130535_c0_g1_i11	544.5	316
EOG09360DLF	Duplicated	TRINITY_DN130535_c0_g1_i5	544.4	316
EOG09360DLF	Duplicated	TRINITY_DN130535_c0_g3_i8	544.8	316
EOG09360DLX	Duplicated	TRINITY_DN128320_c0_g1_i13	607.0	381
EOG09360DLX	Duplicated	TRINITY_DN128320_c0_g1_i26	606.7	381
EOG09360DLX	Duplicated	TRINITY_DN128320_c0_g1_i28	606.6	381
EOG09360DM6	Duplicated	TRINITY_DN144496_c0_g1_i12	515.1	274
EOG09360DM6	Duplicated	TRINITY_DN144496_c0_g1_i2	595.4	291
EOG09360DM6	Duplicated	TRINITY_DN144496_c0_g1_i8	517.3	258
EOG09360DMR	Duplicated	TRINITY_DN122630_c0_g2_i1	461.5	291
EOG09360DMR	Duplicated	TRINITY_DN122630_c0_g2_i3	461.6	291
EOG09360DMR	Duplicated	TRINITY_DN132709_c0_g1_i1	455.9	287
EOG09360DNG	Duplicated	TRINITY_DN141131_c0_g1_i2	591.6	293
EOG09360DNG	Duplicated	TRINITY_DN141131_c0_g1_i3	589.2	293
EOG09360DNG	Duplicated	TRINITY_DN141131_c0_g1_i3	589.3	293
EOG09360DP5	Duplicated	TRINITY_DN123201_c0_g1_i2	538.6	349
EOG09360DP5	Duplicated	TRINITY_DN123201_c0_g2_i1	538.5	349
EOG09360DP5	Duplicated	TRINITY_DN123201_c0_g2_i2	460.1	310
EOG09360DQD	Duplicated	TRINITY_DN115824_c1_g3_i3	427.4	248
EOG09360DQD	Duplicated	TRINITY_DN140212_c0_g2_i10	417.6	241
EOG09360DQD	Duplicated	TRINITY_DN140212_c0_g2_i4	422.9	244
EOG09360DQK	Duplicated	TRINITY_DN127732_c1_g2_i1	628.1	331
EOG09360DQK	Duplicated	TRINITY_DN127732_c1_g2_i4	628.1	331
EOG09360DR9	Duplicated	TRINITY_DN125989_c0_g1_i4	459.3	313
EOG09360DR9	Duplicated	TRINITY_DN125989_c0_g1_i8	459.3	313
EOG09360DR9	Duplicated	TRINITY_DN125989_c0_g3_i3	504.6	313
EOG09360DRR	Duplicated	TRINITY_DN115606_c0_g1_i1	525.3	288
EOG09360DRR	Duplicated	TRINITY_DN115606_c0_g1_i3	525.1	288
EOG09360DRR	Duplicated	TRINITY_DN115606_c0_g4_i1	526.6	288
EOG09360DTF	Duplicated	TRINITY_DN129460_c0_g1_i1	716.2	483
EOG09360DTF	Duplicated	TRINITY_DN129460_c0_g2_i3	717.0	483
EOG09360DUR	Duplicated	TRINITY_DN134330_c1_g3_i3	395.6	309
EOG09360DUR	Duplicated	TRINITY_DN134330_c1_g3_i7	424.0	312
EOG09360DV4	Duplicated	TRINITY_DN134945_c1_g1_i1	501.2	319
EOG09360DV4	Duplicated	TRINITY_DN134945_c1_g1_i18	501.0	319
EOG09360DV4	Duplicated	TRINITY_DN134945_c1_g1_i8	501.2	319
EOG09360DV6	Duplicated	TRINITY_DN116046_c0_g2_i11	415.7	280
EOG09360DV6	Duplicated	TRINITY_DN116046_c0_g2_i2	415.5	280
EOG09360DV6	Duplicated	TRINITY_DN116046_c0_g2_i6	415.6	280
EOG09360DV8	Complete	TRINITY_DN116075_c0_g1_i2	565.2	412
EOG09360DV9	Missing
EOG09360DVA	Duplicated	TRINITY_DN136493_c0_g1_i2	467.8	280
EOG09360DVA	Duplicated	TRINITY_DN136493_c0_g1_i6	449.9	277
EOG09360DVA	Duplicated	TRINITY_DN136493_c0_g1_i8	468.3	280
EOG09360DVB	Duplicated	TRINITY_DN117638_c0_g1_i1	598.8	370
