Busco_id Status Sequence Score Length length prop_gc orf_length in_bridges p_good p_bases_covered p_seq_true score p_not_segmented eff_length eff_count tpm coverage sCnuc sCcov sCord sCseg
EOG0936056J Complete TRINITY_DN134283_c0_g1_i6 828.2 616 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936057B Duplicated TRINITY_DN122841_c2_g1_i3 423.8 412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360595 Duplicated TRINITY_DN111734_c1_g2_i2 929.2 654 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936059C Duplicated TRINITY_DN129797_c2_g1_i10 897.4 484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936059L Duplicated TRINITY_DN137446_c0_g2_i6 886.1 521 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605A0 Complete TRINITY_DN141828_c1_g3_i1 511.1 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605AK Duplicated TRINITY_DN143587_c3_g4_i3 1113.5 581 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605BP Duplicated TRINITY_DN118155_c1_g2_i2 671 444 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605BU Duplicated TRINITY_DN146722_c0_g1_i8 976 632 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605C3 Fragmented TRINITY_DN126573_c0_g2_i2 834.8 486 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605CQ Duplicated TRINITY_DN130292_c0_g1_i1 709.2 470 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605DD Fragmented TRINITY_DN126789_c3_g1_i6 501.2 300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605DE Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605DF Duplicated TRINITY_DN132689_c0_g2_i6 542.8 612 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605DG Duplicated TRINITY_DN142726_c0_g1_i9 1057.3 525 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605E3 Duplicated TRINITY_DN125610_c0_g2_i4 691.5 473 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605E8 Complete TRINITY_DN148748_c1_g1_i7 814.8 436 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605E9 Duplicated TRINITY_DN119404_c0_g1_i7 879.3 499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605FL Duplicated TRINITY_DN122352_c0_g3_i3 411.9 390 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605GO Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605I3 Duplicated TRINITY_DN149282_c2_g1_i7 753.6 537 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605IQ Duplicated TRINITY_DN141439_c1_g1_i2 883 516 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605IT Duplicated TRINITY_DN127864_c1_g1_i12 1018.7 770 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605J6 Duplicated TRINITY_DN131126_c0_g3_i5 1014.1 489 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605K4 Duplicated TRINITY_DN145440_c1_g2_i9 518.5 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605M5 Duplicated TRINITY_DN145245_c0_g2_i9 1008.1 562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605ME Duplicated TRINITY_DN144114_c1_g2_i3 937.1 527 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605MM Duplicated TRINITY_DN118622_c0_g1_i2 329.9 452 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605MM Duplicated TRINITY_DN118622_c0_g3_i4 329.9 452 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605MS Duplicated TRINITY_DN129726_c2_g1_i1 637.6 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605MS Duplicated TRINITY_DN140030_c1_g1_i14 637.6 447 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605MS Duplicated TRINITY_DN140030_c1_g1_i7 637.6 447 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605MY Complete TRINITY_DN115887_c1_g3_i2 885.7 499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605NL Duplicated TRINITY_DN117601_c1_g1_i3 623 396 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605OJ Duplicated TRINITY_DN108920_c0_g1_i4 704.7 520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605OT Duplicated TRINITY_DN133779_c0_g3_i2 972.8 512 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605PB Duplicated TRINITY_DN134471_c1_g2_i2 835.6 547 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605PH Duplicated TRINITY_DN130775_c1_g2_i5 580.7 465 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605PR Duplicated TRINITY_DN128546_c0_g1_i9 594.9 622 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605PS Duplicated TRINITY_DN144702_c1_g1_i7 690.4 472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605QW Duplicated TRINITY_DN138280_c1_g1_i1 858 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605QW Duplicated TRINITY_DN138280_c1_g1_i2 858 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605R5 Duplicated TRINITY_DN112446_c0_g1_i2 703.4 523 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605RH Duplicated TRINITY_DN146036_c1_g1_i11 860.3 539 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605RL Duplicated TRINITY_DN138405_c0_g2_i9 1025.1 504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605SE Complete TRINITY_DN136158_c0_g1_i1 238.5 333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605T0 Duplicated TRINITY_DN144074_c1_g1_i2 959.6 507 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605TB Duplicated TRINITY_DN142847_c0_g1_i2 726.1 502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605TG Duplicated TRINITY_DN141769_c1_g1_i12 853.7 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605TG Duplicated TRINITY_DN141769_c1_g1_i18 853.7 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605TN Duplicated TRINITY_DN148953_c1_g1_i6 577.6 314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605TV Duplicated TRINITY_DN149257_c2_g4_i9 630 408 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605UA Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605UB Complete TRINITY_DN139504_c0_g1_i6 673.5 415 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605UZ Duplicated TRINITY_DN127467_c0_g1_i9 741 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605VA Duplicated TRINITY_DN132252_c0_g2_i1 871.5 580 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605VH Duplicated TRINITY_DN136292_c0_g2_i4 1106.6 599 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605XN Duplicated TRINITY_DN144614_c0_g1_i5 1011.9 483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605XW Duplicated TRINITY_DN139745_c0_g1_i19 743.8 510 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605Y2 Duplicated TRINITY_DN126217_c0_g1_i6 818.9 536 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605YJ Duplicated TRINITY_DN126862_c2_g2_i9 998 557 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605YX Duplicated TRINITY_DN128275_c0_g2_i2 713.9 438 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093605ZP Duplicated TRINITY_DN132721_c0_g3_i2 1015 487 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360604 Duplicated TRINITY_DN120493_c0_g1_i4 549.1 460 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360607 Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936060Z Duplicated TRINITY_DN133495_c1_g1_i1 994.9 503 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936061C Duplicated TRINITY_DN141474_c0_g2_i5 673 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936063C Complete TRINITY_DN129864_c0_g1_i5 825.2 462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360640 Duplicated TRINITY_DN116456_c0_g1_i3 975 506 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936064Q Duplicated TRINITY_DN119398_c3_g2_i7 671 421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936065V Duplicated TRINITY_DN141096_c1_g1_i4 523.9 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936066R Duplicated TRINITY_DN146101_c2_g2_i13 922.4 504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936066T Duplicated TRINITY_DN143837_c0_g2_i8 1082.8 594 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936066Y Duplicated TRINITY_DN133957_c1_g5_i6 1039.6 477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360676 Duplicated TRINITY_DN144817_c1_g1_i4 889 470 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360677 Duplicated TRINITY_DN138583_c0_g1_i3 831.3 472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360679 Duplicated TRINITY_DN124941_c0_g2_i4 705.6 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936067H Duplicated TRINITY_DN138279_c0_g3_i2 914.5 571 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936068L Complete TRINITY_DN135598_c0_g1_i3 995.2 511 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936068S Duplicated TRINITY_DN111221_c0_g2_i1 604.7 443 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936069Q Duplicated TRINITY_DN134956_c0_g1_i4 667.9 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936069S Duplicated TRINITY_DN140199_c1_g1_i6 718.2 630 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936069X Complete TRINITY_DN146158_c2_g1_i3 780.2 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606A7 Duplicated TRINITY_DN135112_c1_g1_i10 959 471 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606AC Duplicated TRINITY_DN136464_c0_g5_i5 717.7 443 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606C9 Duplicated TRINITY_DN146996_c0_g2_i1 923.5 529 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606CH Duplicated TRINITY_DN116920_c0_g2_i1 789.5 428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606CI Duplicated TRINITY_DN133347_c0_g3_i18 989.7 496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606CI Duplicated TRINITY_DN133347_c0_g3_i9 989.7 496 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606CK Duplicated TRINITY_DN129654_c0_g2_i8 539 461 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606D1 Duplicated TRINITY_DN126479_c0_g1_i5 1181.2 663 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606G1 Duplicated TRINITY_DN130325_c0_g1_i9 873.3 425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606G2 Duplicated TRINITY_DN114201_c0_g1_i6 566.3 479 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606GA Duplicated TRINITY_DN125932_c0_g2_i2 713.6 437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606K5 Duplicated TRINITY_DN142047_c1_g4_i1 550.9 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606K5 Duplicated TRINITY_DN142047_c1_g4_i3 550.9 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606KG Duplicated TRINITY_DN126580_c0_g1_i3 566 386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606KR Complete TRINITY_DN142031_c0_g1_i10 970.1 575 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606L0 Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606L8 Duplicated TRINITY_DN142979_c0_g1_i3 439.2 359 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606LZ Duplicated TRINITY_DN122967_c0_g3_i5 826.4 505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606MV Duplicated TRINITY_DN138187_c0_g1_i18 689.8 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606MV Duplicated TRINITY_DN138187_c0_g1_i8 689.8 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606MY Duplicated TRINITY_DN139527_c1_g1_i1 1114.3 614 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606N3 Duplicated TRINITY_DN145097_c1_g1_i10 896.3 441 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606NA Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606ND Duplicated TRINITY_DN120746_c0_g1_i19 326.4 193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606NL Duplicated TRINITY_DN119668_c2_g2_i5 807.6 501 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606O6 Duplicated TRINITY_DN115932_c0_g1_i1 912.9 555 316 0.496835 45 0 1 1 1 0.958307 0.958307 316 0 0 0 1 1 1 0.958307
EOG093606O8 Duplicated TRINITY_DN133917_c0_g2_i5 1016.2 617 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606O9 Duplicated TRINITY_DN126103_c0_g1_i15 621.2 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606OC Duplicated TRINITY_DN133499_c0_g4_i20 1679.9 909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606OC Duplicated TRINITY_DN133499_c0_g4_i3 1679.9 909 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606Q8 Complete TRINITY_DN149547_c3_g2_i8 724.4 412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606QR Duplicated TRINITY_DN141269_c4_g3_i2 736.8 470 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606RM Duplicated TRINITY_DN136277_c0_g3_i1 939.2 468 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606RP Duplicated TRINITY_DN96169_c0_g1_i1 352.1 250 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606S1 Fragmented TRINITY_DN146672_c1_g2_i11 560.9 333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606ST Duplicated TRINITY_DN136899_c1_g1_i13 745.3 448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606SW Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606T7 Duplicated TRINITY_DN141210_c1_g1_i7 906.2 516 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606UJ Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606UT Duplicated TRINITY_DN129715_c0_g1_i7 743.9 410 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606VV Duplicated TRINITY_DN135875_c0_g1_i1 853.4 449 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606VY Duplicated TRINITY_DN114692_c0_g2_i3 694.2 404 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606W4 Duplicated TRINITY_DN118557_c0_g2_i1 553.7 512 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606YS Duplicated TRINITY_DN137722_c0_g1_i3 738.3 435 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606ZH Duplicated TRINITY_DN130872_c0_g2_i5 583.5 380 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093606ZK Duplicated TRINITY_DN133400_c0_g2_i9 718.4 450 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936070D Duplicated TRINITY_DN128066_c0_g2_i4 925 467 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936070W Duplicated TRINITY_DN129060_c0_g1_i16 726.5 493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936071Y Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360720 Duplicated TRINITY_DN145750_c0_g1_i10 915.6 437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360725 Duplicated TRINITY_DN130572_c0_g1_i11 455.8 426 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936072X Duplicated TRINITY_DN120701_c0_g1_i2 771.1 386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936072Y Duplicated TRINITY_DN142953_c0_g3_i1 890.4 463 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936072Y Duplicated TRINITY_DN142953_c0_g3_i10 890.4 463 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936073E Duplicated TRINITY_DN138875_c0_g1_i10 854.8 459 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360748 Duplicated TRINITY_DN139519_c0_g1_i8 642.5 374 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936075Y Duplicated TRINITY_DN127485_c0_g1_i2 803.9 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936075Y Duplicated TRINITY_DN127485_c0_g1_i6 803.9 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936076E Fragmented TRINITY_DN143236_c2_g2_i11 604.4 395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936076T Duplicated TRINITY_DN143357_c4_g3_i13 911.9 462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936076T Duplicated TRINITY_DN143357_c4_g3_i2 911.9 462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936077B Duplicated TRINITY_DN139007_c1_g1_i5 680.8 400 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936077I Duplicated TRINITY_DN132685_c2_g2_i17 768 435 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360784 Duplicated TRINITY_DN119108_c0_g2_i1 621.1 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360784 Duplicated TRINITY_DN119108_c0_g2_i4 621.1 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936079H Complete TRINITY_DN144990_c1_g3_i3 967.1 1021 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG0936079P Duplicated TRINITY_DN144075_c0_g1_i14 619.7 607 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607BZ Duplicated TRINITY_DN139135_c0_g1_i1 835.9 458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607D0 Duplicated TRINITY_DN141676_c1_g2_i11 922.4 483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607D0 Duplicated TRINITY_DN141676_c1_g2_i7 922.4 483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607E0 Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607E9 Duplicated TRINITY_DN121312_c0_g3_i2 757.9 441 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607EA Duplicated TRINITY_DN133277_c0_g1_i3 551.9 388 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607EB Fragmented TRINITY_DN122344_c0_g2_i9 689.1 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607EE Duplicated TRINITY_DN131511_c0_g3_i11 689.6 447 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607FC Duplicated TRINITY_DN129603_c1_g2_i1 595.4 462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607FH Duplicated TRINITY_DN142505_c5_g1_i17 447.7 287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607FL Duplicated TRINITY_DN130162_c0_g2_i5 903.5 454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607GQ Complete TRINITY_DN128844_c1_g2_i5 814.4 524 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607HU Duplicated TRINITY_DN135790_c0_g1_i14 907.2 445 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607HY Complete TRINITY_DN137393_c1_g1_i5 507.9 415 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607I5 Duplicated TRINITY_DN137813_c1_g6_i5 665.1 401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607I7 Duplicated TRINITY_DN136151_c1_g4_i2 925.1 512 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607J8 Duplicated TRINITY_DN131324_c0_g2_i8 768.9 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607KK Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607LD Duplicated TRINITY_DN122629_c0_g2_i7 752.7 511 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607NG Duplicated TRINITY_DN114958_c0_g1_i4 747.3 522 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607NQ Duplicated TRINITY_DN123335_c0_g1_i5 455.5 455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607OL Duplicated TRINITY_DN126943_c1_g1_i18 821 409 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607OL Duplicated TRINITY_DN126943_c1_g1_i7 821 409 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607OO Duplicated TRINITY_DN146044_c1_g4_i4 748.1 434 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607OT Complete TRINITY_DN148435_c3_g3_i3 554.1 472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607OZ Duplicated TRINITY_DN147701_c3_g1_i10 275.5 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607PL Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607PO Duplicated TRINITY_DN120712_c0_g1_i15 981.8 526 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607QO Fragmented TRINITY_DN143801_c2_g1_i9 720.7 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607RL Duplicated TRINITY_DN136713_c0_g2_i1 456.9 522 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607RN Duplicated TRINITY_DN129893_c0_g2_i8 789.3 536 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607RU Fragmented TRINITY_DN148167_c3_g1_i12 551.7 322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607TC Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607TG Complete TRINITY_DN119201_c0_g1_i7 894.6 453 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607TH Duplicated TRINITY_DN144477_c1_g2_i7 761.8 428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607U8 Duplicated TRINITY_DN139362_c0_g2_i5 715.7 462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607UA Duplicated TRINITY_DN127749_c0_g4_i4 853.4 435 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607UE Complete TRINITY_DN143025_c0_g2_i19 950.5 504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607UJ Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607UO Duplicated TRINITY_DN140694_c1_g1_i1 602.4 362 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607UO Duplicated TRINITY_DN140694_c1_g1_i17 602.4 362 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607WA Duplicated TRINITY_DN142295_c0_g1_i12 692.7 444 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607WN Duplicated TRINITY_DN134651_c0_g4_i1 738.4 483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG093607XJ Duplicated TRINITY_DN148521_c0_g1_i3 685.9 442 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
